2737116000133,AUTO POSTO RIO BRANCO DE ANDRADAS LTDA,RUA CEL OLIVEIRA,786,,CENTRO,ANDRADAS,MG,Gasolina C Comum,4,02/12/2019 13:46
2737116000133,AUTO POSTO RIO BRANCO DE ANDRADAS LTDA,RUA CEL OLIVEIRA,786,,CENTRO,ANDRADAS,MG,Etanol,3,08/01/2020 13:54
2737116000133,AUTO POSTO RIO BRANCO DE ANDRADAS LTDA,RUA CEL OLIVEIRA,786,,CENTRO,ANDRADAS,MG,Diesel S500,3,06/01/2020 14:10
2737116000133,AUTO POSTO RIO BRANCO DE ANDRADAS LTDA,RUA CEL OLIVEIRA,786,,CENTRO,ANDRADAS,MG,Diesel S10,3,06/01/2020 14:10
2770298000144,POSTO PALMITO,RUA 02,S/N,QUADRAS 16 E 17,BOA ESPERAN�A,SORRISO,MT,Gasolina C Comum,4,06/05/2019 12:03
2770298000144,POSTO PALMITO,RUA 02,S/N,QUADRAS 16 E 17,BOA ESPERAN�A,SORRISO,MT,Etanol,3,06/05/2019 12:03
2770298000144,POSTO PALMITO,RUA 02,S/N,QUADRAS 16 E 17,BOA ESPERAN�A,SORRISO,MT,Diesel S500,4,06/05/2019 12:03
2770298000144,POSTO PALMITO,RUA 02,S/N,QUADRAS 16 E 17,BOA ESPERAN�A,SORRISO,MT,Diesel S10,4,06/05/2019 12:03
2930356000150,AUTO POSTO TOCANTINS,AVENIDA BERNARDO SAYAO,3160,,CENTRO,GUARAI,TO,Gasolina C Comum,4,13/07/2018 12:02
2930356000150,AUTO POSTO TOCANTINS,AVENIDA BERNARDO SAYAO,3160,,CENTRO,GUARAI,TO,Diesel S500,3,13/07/2018 12:02
2930356000150,AUTO POSTO TOCANTINS,AVENIDA BERNARDO SAYAO,3160,,CENTRO,GUARAI,TO,Diesel S10,3,13/07/2018 12:02
3006726000120,POSTO PILOTO,AVENIDA AFONSO PENA,800,,AMAMBAI,CAMPO GRANDE,MS,Gasolina C Comum,4,29/06/2018 10:10
3006726000120,POSTO PILOTO,AVENIDA AFONSO PENA,800,,AMAMBAI,CAMPO GRANDE,MS,Etanol,3,29/06/2018 10:10
3006726000120,POSTO PILOTO,AVENIDA AFONSO PENA,800,,AMAMBAI,CAMPO GRANDE,MS,Diesel S10,3,29/06/2018 10:10
3096030000131,POSTO ALTO ALEGRE,AVENIDA TANCREDO NEVES,3774,,CENTRO,ALTO ALEGRE DOS PARECIS,RO,Gasolina C Comum,4,11/07/2018 09:33
3096030000131,POSTO ALTO ALEGRE,AVENIDA TANCREDO NEVES,3774,,CENTRO,ALTO ALEGRE DOS PARECIS,RO,Diesel S500,3,11/07/2018 09:33
3096030000131,POSTO ALTO ALEGRE,AVENIDA TANCREDO NEVES,3774,,CENTRO,ALTO ALEGRE DOS PARECIS,RO,Diesel S10,3,11/07/2018 09:33
3121901000120,POSTO SAVANA,RODOVIA BR-163,17846,,CHACARA DAS MANSOES,CAMPO GRANDE,MS,Gasolina C Comum,4,05/07/2018 10:38
3121901000120,POSTO SAVANA,RODOVIA BR-163,17846,,CHACARA DAS MANSOES,CAMPO GRANDE,MS,Etanol,2,06/07/2018 08:42
3121901000120,POSTO SAVANA,RODOVIA BR-163,17846,,CHACARA DAS MANSOES,CAMPO GRANDE,MS,Diesel S500,3,05/07/2018 10:38
3121901000120,POSTO SAVANA,RODOVIA BR-163,17846,,CHACARA DAS MANSOES,CAMPO GRANDE,MS,Diesel S10,3,05/07/2018 10:38
3200588000115,POSTO SAFRA LTDA,RODOVIA SC-480,943, FRENTE,QUEDAS DO PALMITAL,CHAPECO,SC,Gasolina C Comum,4,25/09/2018 08:59
3200588000115,POSTO SAFRA LTDA,RODOVIA SC-480,943, FRENTE,QUEDAS DO PALMITAL,CHAPECO,SC,Diesel S500,3,25/09/2018 08:59
3200588000115,POSTO SAFRA LTDA,RODOVIA SC-480,943, FRENTE,QUEDAS DO PALMITAL,CHAPECO,SC,Diesel S10,3,25/09/2018 08:59
3572731000108,GLOBO COMBUSTIVEIS,RUA SENADOR SOUZA NAVES,720,,CENTRO,SERTANOPOLIS,PR,Gasolina C Comum,4,12/07/2018 09:21
3572731000108,GLOBO COMBUSTIVEIS,RUA SENADOR SOUZA NAVES,720,,CENTRO,SERTANOPOLIS,PR,Etanol,2,12/07/2018 09:21
3572731000108,GLOBO COMBUSTIVEIS,RUA SENADOR SOUZA NAVES,720,,CENTRO,SERTANOPOLIS,PR,Diesel S500,3,12/07/2018 09:21
3572731000108,GLOBO COMBUSTIVEIS,RUA SENADOR SOUZA NAVES,720,,CENTRO,SERTANOPOLIS,PR,Diesel S10,3,12/07/2018 09:21
3572866000165,AUTO POSTO POROROCA XV,AVENIDA BANDEIRANTES,2390,,VILA BANDEIRANTES,CAMPO GRANDE,MS,Gasolina C Comum,3,13/12/2018 15:04
3572866000165,AUTO POSTO POROROCA XV,AVENIDA BANDEIRANTES,2390,,VILA BANDEIRANTES,CAMPO GRANDE,MS,Etanol,2,13/12/2018 15:04
3572866000165,AUTO POSTO POROROCA XV,AVENIDA BANDEIRANTES,2390,,VILA BANDEIRANTES,CAMPO GRANDE,MS,Diesel S500,3,13/12/2018 15:04
3572866000165,AUTO POSTO POROROCA XV,AVENIDA BANDEIRANTES,2390,,VILA BANDEIRANTES,CAMPO GRANDE,MS,Diesel S10,3,13/12/2018 15:04
3734859000112,POSTO UNIAO,RUA JOSE DE ALENCAR LEITE,37,,CENTRO,SANTO ANTONIO DE PADUA,RJ,Gasolina C Comum,5,09/10/2018 11:25
3734859000112,POSTO UNIAO,RUA JOSE DE ALENCAR LEITE,37,,CENTRO,SANTO ANTONIO DE PADUA,RJ,Etanol,3,09/10/2018 11:25
3734859000112,POSTO UNIAO,RUA JOSE DE ALENCAR LEITE,37,,CENTRO,SANTO ANTONIO DE PADUA,RJ,Diesel S500,3,09/10/2018 11:25
3734859000112,POSTO UNIAO,RUA JOSE DE ALENCAR LEITE,37,,CENTRO,SANTO ANTONIO DE PADUA,RJ,Diesel S10,3,09/10/2018 11:25
3754107000113,AUTO POSTO IRMAOS LEITE,AVENIDA JK,3525,BR 364 KM 426,SETOR INDUSTRIAL,JARU,RO,Diesel S500,4,02/01/2020 08:20
3754107000113,AUTO POSTO IRMAOS LEITE,AVENIDA JK,3525,BR 364 KM 426,SETOR INDUSTRIAL,JARU,RO,Diesel S10,4,02/01/2020 08:20
3754107000113,AUTO POSTO IRMAOS LEITE,AVENIDA JK,3525,BR 364 KM 426,SETOR INDUSTRIAL,JARU,RO,Gasolina C Comum,4,25/11/2019 16:24
3754107000113,AUTO POSTO IRMAOS LEITE,AVENIDA JK,3525,BR 364 KM 426,SETOR INDUSTRIAL,JARU,RO,Etanol,4,02/01/2020 08:20
3763006000109,AUTO POSTO PUMA,AVENIDA JOAO BATISTA FIGUEIREDO,2636,,CENTRO,SAO MIGUEL DO GUAPORE,RO,Gasolina C Comum,4,29/06/2018 16:28
3763006000109,AUTO POSTO PUMA,AVENIDA JOAO BATISTA FIGUEIREDO,2636,,CENTRO,SAO MIGUEL DO GUAPORE,RO,Etanol,4,29/06/2018 16:28
